timestamp,exhaust_flow_kg_s,nox_mg_s,pn_1_s,veh_speed_m_s
2024-01-01T08:50:01Z,0.7558,107.23,184507,22.354
2024-01-01T08:50:02Z,0.7519,117.36,197004,22.345
2024-01-01T08:50:03Z,0.7407,117.54,170244,21.515
2024-01-01T08:50:04Z,0.7162,109.22,203279,21.681
2024-01-01T08:50:05Z,0.7132,105.13,184819,21.321
2024-01-01T08:50:06Z,0.7478,120.01,264385,21.898
2024-01-01T08:50:07Z,0.7175,119.57,175818,21.289
2024-01-01T08:50:08Z,0.7489,118.57,220807,21.593
2024-01-01T08:50:09Z,0.7156,118.12,192631,21.463
2024-01-01T08:50:10Z,0.7506,110.45,167424,21.463
2024-01-01T08:50:11Z,0.7314,104.52,189382,21.374
2024-01-01T08:50:12Z,0.7568,123.72,263386,22.161
2024-01-01T08:50:13Z,0.7445,108.38,183489,21.927
2024-01-01T08:50:14Z,0.7338,117.93,179683,21.653
2024-01-01T08:50:15Z,0.7407,123.38,205292,21.729
2024-01-01T08:50:16Z,0.7286,114.00,181587,21.415
2024-01-01T08:50:17Z,0.7343,119.93,181790,21.093
2024-01-01T08:50:18Z,0.7174,114.61,217188,21.406
2024-01-01T08:50:19Z,0.7172,111.98,192633,21.580
2024-01-01T08:50:20Z,0.7433,121.43,201871,21.773
2024-01-01T08:50:21Z,0.7555,118.99,239784,22.097
2024-01-01T08:50:22Z,0.7513,108.88,179423,22.121
2024-01-01T08:50:23Z,0.7483,107.39,192551,22.280
2024-01-01T08:50:24Z,0.7453,117.53,217059,22.419
2024-01-01T08:50:25Z,0.7336,116.36,182909,22.154
2024-01-01T08:50:26Z,0.7258,113.04,193776,22.038
2024-01-01T08:50:27Z,0.7366,114.42,185443,21.752
2024-01-01T08:50:28Z,0.7283,107.99,183217,21.280
2024-01-01T08:50:29Z,0.7296,112.20,215612,21.501
2024-01-01T08:50:30Z,0.7252,111.46,210226,21.715
2024-01-01T08:50:31Z,0.7301,116.16,188397,21.466
2024-01-01T08:50:32Z,0.7208,109.14,181456,21.461
2024-01-01T08:50:33Z,0.7428,111.70,230011,21.853
2024-01-01T08:50:34Z,0.7325,116.28,188343,21.384
2024-01-01T08:50:35Z,0.7032,113.73,190951,20.914
2024-01-01T08:50:36Z,0.6969,103.99,186332,20.788
2024-01-01T08:50:37Z,0.7337,111.38,200426,20.826
2024-01-01T08:50:38Z,0.7191,113.99,191959,19.871
2024-01-01T08:50:39Z,0.6905,109.71,181060,19.851
2024-01-01T08:50:40Z,0.6978,114.89,224000,20.169
2024-01-01T08:50:41Z,0.7263,113.54,240631,20.819
2024-01-01T08:50:42Z,0.7138,113.41,192688,20.510
2024-01-01T08:50:43Z,0.7306,119.01,254288,21.295
2024-01-01T08:50:44Z,0.7293,112.32,198351,21.388
2024-01-01T08:50:45Z,0.7301,111.72,218584,21.493
2024-01-01T08:50:46Z,0.7218,107.52,178062,20.990
2024-01-01T08:50:47Z,0.7367,112.79,204421,21.297
2024-01-01T08:50:48Z,0.7364,119.33,241811,21.923
2024-01-01T08:50:49Z,0.7359,115.78,171248,21.886
2024-01-01T08:50:50Z,0.7294,105.22,176856,21.420
2024-01-01T08:50:51Z,0.7029,105.69,185946,21.153
2024-01-01T08:50:52Z,0.7466,105.23,184153,21.021
2024-01-01T08:50:53Z,0.7264,110.62,176749,20.648
2024-01-01T08:50:54Z,0.7064,105.86,176033,20.285
2024-01-01T08:50:55Z,0.7374,115.53,273666,21.105
2024-01-01T08:50:56Z,0.7444,118.18,263601,21.895
2024-01-01T08:50:57Z,0.7470,130.39,246056,22.407
2024-01-01T08:50:58Z,0.7491,115.42,184657,22.059
2024-01-01T08:50:59Z,0.7615,123.70,278874,23.019
2024-01-01T08:51:00Z,0.7586,120.14,190333,22.568
2024-01-01T08:51:01Z,0.7553,111.89,194707,21.948
2024-01-01T08:51:02Z,0.7414,108.89,182309,21.339
2024-01-01T08:51:03Z,0.7522,121.21,253558,21.912
2024-01-01T08:51:04Z,0.7203,108.17,186660,21.667
2024-01-01T08:51:05Z,0.7056,106.72,187711,21.093
2024-01-01T08:51:06Z,0.7459,105.19,227560,21.506
2024-01-01T08:51:07Z,0.7397,120.86,197670,21.661
2024-01-01T08:51:08Z,0.7210,111.85,181591,21.127
2024-01-01T08:51:09Z,0.7276,112.26,171127,21.069
2024-01-01T08:51:10Z,0.7502,131.44,260411,21.883
2024-01-01T08:51:11Z,0.7456,109.87,184628,21.789
2024-01-01T08:51:12Z,0.7367,117.36,232587,22.199
2024-01-01T08:51:13Z,0.7411,120.58,227438,22.624
2024-01-01T08:51:14Z,0.7582,114.01,182723,22.575
2024-01-01T08:51:15Z,0.7520,115.62,182220,22.007
2024-01-01T08:51:16Z,0.7477,118.82,203679,22.231
2024-01-01T08:51:17Z,0.7685,121.60,233040,22.528
2024-01-01T08:51:18Z,0.7601,117.84,220277,22.910
2024-01-01T08:51:19Z,0.7630,118.64,226243,23.355
2024-01-01T08:51:20Z,0.7825,122.25,258517,23.784
2024-01-01T08:51:21Z,0.7813,116.80,198069,23.755
2024-01-01T08:51:22Z,0.7746,114.26,199003,23.539
2024-01-01T08:51:23Z,0.7420,125.86,203463,22.624
2024-01-01T08:51:24Z,0.7390,123.79,202133,22.396
2024-01-01T08:51:25Z,0.7549,122.84,199333,22.521
2024-01-01T08:51:26Z,0.7463,111.29,198084,22.441
2024-01-01T08:51:27Z,0.7586,113.16,181573,22.339
2024-01-01T08:51:28Z,0.7554,123.49,269365,23.003
2024-01-01T08:51:29Z,0.7620,112.70,198056,22.769
2024-01-01T08:51:30Z,0.7648,119.09,182847,22.868
2024-01-01T08:51:31Z,0.7683,129.03,247615,23.479
2024-01-01T08:51:32Z,0.7729,119.00,193890,23.449
2024-01-01T08:51:33Z,0.7928,122.01,191547,23.265
2024-01-01T08:51:34Z,0.7805,118.46,195521,23.241
2024-01-01T08:51:35Z,0.7786,114.29,187790,23.179
2024-01-01T08:51:36Z,0.7603,114.82,189398,23.000
2024-01-01T08:51:37Z,0.7538,115.63,226708,23.241
2024-01-01T08:51:38Z,0.7751,116.51,263578,23.736
2024-01-01T08:51:39Z,0.7663,111.60,205770,23.645
2024-01-01T08:51:40Z,0.7678,122.37,175889,23.115
2024-01-01T08:51:41Z,0.7373,115.90,192998,22.997
2024-01-01T08:51:42Z,0.7674,116.67,208145,23.316
2024-01-01T08:51:43Z,0.7639,122.42,197438,22.682
2024-01-01T08:51:44Z,0.7608,121.02,284516,23.503
2024-01-01T08:51:45Z,0.7902,126.94,315218,24.679
2024-01-01T08:51:46Z,0.7860,114.73,204838,24.199
2024-01-01T08:51:47Z,0.7725,118.58,198404,23.788
2024-01-01T08:51:48Z,0.7583,113.55,184542,23.491
2024-01-01T08:51:49Z,0.7635,113.33,181713,23.176
2024-01-01T08:51:50Z,0.7539,116.88,194137,22.891
2024-01-01T08:51:51Z,0.7683,118.99,211355,23.090
2024-01-01T08:51:52Z,0.7624,116.06,192208,22.985
2024-01-01T08:51:53Z,0.7615,129.13,221307,23.213
2024-01-01T08:51:54Z,0.7690,113.59,214626,23.400
2024-01-01T08:51:55Z,0.7622,117.34,197619,23.017
2024-01-01T08:51:56Z,0.7718,113.54,208456,23.292
2024-01-01T08:51:57Z,0.7694,121.69,241570,23.690
2024-01-01T08:51:58Z,0.7878,119.48,233678,23.897
2024-01-01T08:51:59Z,0.7941,117.23,197198,23.929
2024-01-01T08:52:00Z,0.7945,120.09,211371,24.172
2024-01-01T08:52:01Z,0.7824,112.99,199112,24.221
2024-01-01T08:52:02Z,0.7936,113.76,203404,23.624
2024-01-01T08:52:03Z,0.7765,125.55,204300,23.691
2024-01-01T08:52:04Z,0.7668,122.79,178579,23.595
2024-01-01T08:52:05Z,0.7699,117.64,218272,23.787
2024-01-01T08:52:06Z,0.7778,118.89,199779,23.335
2024-01-01T08:52:07Z,0.7849,124.58,222861,23.765
2024-01-01T08:52:08Z,0.7722,117.51,183687,23.365
2024-01-01T08:52:09Z,0.7477,110.76,197621,23.258
2024-01-01T08:52:10Z,0.7499,117.75,189489,22.944
2024-01-01T08:52:11Z,0.7891,125.28,305703,23.906
2024-01-01T08:52:12Z,0.7880,108.82,223949,24.154
2024-01-01T08:52:13Z,0.8028,111.35,196381,24.298
2024-01-01T08:52:14Z,0.7748,120.46,199583,24.410
2024-01-01T08:52:15Z,0.7752,123.33,201564,24.231
2024-01-01T08:52:16Z,0.7936,118.63,199161,24.005
2024-01-01T08:52:17Z,0.8004,127.66,249779,24.485
2024-01-01T08:52:18Z,0.7935,123.90,207288,24.687
2024-01-01T08:52:19Z,0.7987,120.70,188276,24.690
2024-01-01T08:52:20Z,0.8113,126.52,230237,24.982
2024-01-01T08:52:21Z,0.7659,124.30,201691,24.350
2024-01-01T08:52:22Z,0.7695,121.26,188156,23.899
2024-01-01T08:52:23Z,0.7729,105.77,219908,23.945
2024-01-01T08:52:24Z,0.7851,130.11,204528,24.249
2024-01-01T08:52:25Z,0.7908,120.85,223615,24.566
2024-01-01T08:52:26Z,0.7911,120.60,206975,24.473
2024-01-01T08:52:27Z,0.7886,122.92,189413,24.338
2024-01-01T08:52:28Z,0.7752,127.88,197468,24.194
2024-01-01T08:52:29Z,0.7821,109.47,196753,23.543
2024-01-01T08:52:30Z,0.7727,117.96,182183,23.301
2024-01-01T08:52:31Z,0.7962,118.50,295051,24.284
2024-01-01T08:52:32Z,0.7880,124.35,187810,24.125
2024-01-01T08:52:33Z,0.7980,122.05,227619,24.444
2024-01-01T08:52:34Z,0.8023,126.02,257720,24.804
2024-01-01T08:52:35Z,0.8084,127.29,215196,24.983
2024-01-01T08:52:36Z,0.7869,128.13,207024,24.663
2024-01-01T08:52:37Z,0.8002,130.21,234434,25.019
2024-01-01T08:52:38Z,0.7952,120.45,178427,24.763
2024-01-01T08:52:39Z,0.7878,125.85,194436,24.824
2024-01-01T08:52:40Z,0.7784,121.59,199477,24.624
2024-01-01T08:52:41Z,0.7961,123.42,204138,24.208
2024-01-01T08:52:42Z,0.7794,120.21,201278,24.034
2024-01-01T08:52:43Z,0.7739,123.44,252311,24.516
2024-01-01T08:52:44Z,0.7888,120.00,190720,24.496
2024-01-01T08:52:45Z,0.7880,119.17,221228,24.598
2024-01-01T08:52:46Z,0.7983,123.38,272813,25.179
2024-01-01T08:52:47Z,0.8060,122.78,199989,25.217
2024-01-01T08:52:48Z,0.8188,123.39,203431,25.295
2024-01-01T08:52:49Z,0.8025,123.54,235177,25.465
2024-01-01T08:52:50Z,0.8202,130.66,213492,25.611
2024-01-01T08:52:51Z,0.7988,114.74,199072,25.381
2024-01-01T08:52:52Z,0.8177,129.33,218902,25.635
2024-01-01T08:52:53Z,0.8112,123.36,202229,25.428
2024-01-01T08:52:54Z,0.7967,122.73,202921,24.739
2024-01-01T08:52:55Z,0.8217,127.45,213862,24.862
2024-01-01T08:52:56Z,0.7721,123.19,202848,24.565
2024-01-01T08:52:57Z,0.7864,115.98,208772,24.358
2024-01-01T08:52:58Z,0.7700,119.55,199381,24.311
2024-01-01T08:52:59Z,0.7898,116.48,235226,24.698
2024-01-01T08:53:00Z,0.7992,117.13,224837,24.879
2024-01-01T08:53:01Z,0.8032,121.66,258680,25.405
2024-01-01T08:53:02Z,0.8063,116.02,219501,25.540
2024-01-01T08:53:03Z,0.8092,129.92,231959,25.746
2024-01-01T08:53:04Z,0.8082,127.86,200339,25.518
2024-01-01T08:53:05Z,0.8042,114.99,194955,25.307
2024-01-01T08:53:06Z,0.7988,125.74,189249,25.322
2024-01-01T08:53:07Z,0.8173,131.07,228798,25.749
2024-01-01T08:53:08Z,0.8160,120.89,201640,25.551
2024-01-01T08:53:09Z,0.8242,135.89,284156,26.127
2024-01-01T08:53:10Z,0.8319,127.44,243474,26.691
2024-01-01T08:53:11Z,0.8252,127.47,209473,26.477
2024-01-01T08:53:12Z,0.8213,122.18,211743,25.818
2024-01-01T08:53:13Z,0.8147,124.28,205930,25.515
2024-01-01T08:53:14Z,0.8111,121.67,186627,25.429
2024-01-01T08:53:15Z,0.7882,117.67,204959,24.568
2024-01-01T08:53:16Z,0.7894,120.83,209953,24.686
2024-01-01T08:53:17Z,0.7996,122.48,188068,24.727
2024-01-01T08:53:18Z,0.7914,126.36,236098,24.985
2024-01-01T08:53:19Z,0.7939,121.82,194126,24.610
2024-01-01T08:53:20Z,0.7715,121.03,201387,24.523
2024-01-01T08:53:21Z,0.7858,112.11,187846,24.125
2024-01-01T08:53:22Z,0.7766,121.30,217805,23.524
2024-01-01T08:53:23Z,0.7721,120.69,238198,24.005
2024-01-01T08:53:24Z,0.7817,127.16,209989,24.278
2024-01-01T08:53:25Z,0.7803,120.93,201766,24.289
2024-01-01T08:53:26Z,0.7950,122.19,204607,24.375
2024-01-01T08:53:27Z,0.7954,123.35,206701,24.445
2024-01-01T08:53:28Z,0.8119,112.30,190812,23.783
2024-01-01T08:53:29Z,0.7692,132.56,195936,23.548
2024-01-01T08:53:30Z,0.7804,114.03,194367,23.339
2024-01-01T08:53:31Z,0.7768,125.82,214027,23.409
2024-01-01T08:53:32Z,0.7720,117.22,223225,23.809
2024-01-01T08:53:33Z,0.7837,114.94,221576,24.002
2024-01-01T08:53:34Z,0.7718,120.03,204347,23.616
2024-01-01T08:53:35Z,0.7627,123.04,201198,23.138
2024-01-01T08:53:36Z,0.7499,116.88,198446,23.106
2024-01-01T08:53:37Z,0.7719,118.98,246267,23.456
2024-01-01T08:53:38Z,0.7784,116.34,235036,23.880
2024-01-01T08:53:39Z,0.7908,123.01,227527,24.302
2024-01-01T08:53:40Z,0.7882,118.81,238331,24.709
2024-01-01T08:53:41Z,0.7932,120.86,195652,24.495
2024-01-01T08:53:42Z,0.7905,135.51,189357,24.176
2024-01-01T08:53:43Z,0.7904,117.03,209639,24.400
2024-01-01T08:53:44Z,0.7890,118.31,189925,23.914
2024-01-01T08:53:45Z,0.7739,113.26,185769,23.914
2024-01-01T08:53:46Z,0.7586,127.97,197640,23.965
2024-01-01T08:53:47Z,0.7718,120.87,185607,23.733
2024-01-01T08:53:48Z,0.7584,116.96,186392,22.936
2024-01-01T08:53:49Z,0.7662,109.44,214030,23.075
2024-01-01T08:53:50Z,0.7421,125.71,187496,22.805
2024-01-01T08:53:51Z,0.7445,109.79,212699,22.833
2024-01-01T08:53:52Z,0.7473,116.66,192280,22.538
2024-01-01T08:53:53Z,0.7593,126.81,251612,23.143
2024-01-01T08:53:54Z,0.7615,115.31,213553,23.336
2024-01-01T08:53:55Z,0.7671,120.28,227869,23.647
2024-01-01T08:53:56Z,0.7719,117.72,192403,23.500
2024-01-01T08:53:57Z,0.7884,116.58,245051,24.015
2024-01-01T08:53:58Z,0.7592,123.27,194862,23.162
2024-01-01T08:53:59Z,0.7476,119.64,180102,23.082
2024-01-01T08:54:00Z,0.7457,116.04,170617,22.886
2024-01-01T08:54:01Z,0.7638,117.23,218434,22.971
2024-01-01T08:54:02Z,0.7511,115.20,203485,22.390
2024-01-01T08:54:03Z,0.7354,116.70,189428,22.333
2024-01-01T08:54:04Z,0.7143,114.76,197241,21.961
2024-01-01T08:54:05Z,0.7428,115.14,283144,22.698
2024-01-01T08:54:06Z,0.7376,110.49,199898,22.629
2024-01-01T08:54:07Z,0.7372,115.73,222571,22.927
2024-01-01T08:54:08Z,0.7574,114.99,202995,22.693
2024-01-01T08:54:09Z,0.7767,119.41,259122,23.348
2024-01-01T08:54:10Z,0.7692,117.66,193270,22.787
2024-01-01T08:54:11Z,0.7606,115.98,200274,22.836
2024-01-01T08:54:12Z,0.7643,115.15,197129,22.752
2024-01-01T08:54:13Z,0.7452,115.12,197892,22.686
2024-01-01T08:54:14Z,0.7333,108.50,179525,21.973
2024-01-01T08:54:15Z,0.7229,124.68,185195,21.838
2024-01-01T08:54:16Z,0.7232,114.08,181089,21.366
2024-01-01T08:54:17Z,0.7235,111.88,182808,21.274
2024-01-01T08:54:18Z,0.7308,116.59,203089,21.450
2024-01-01T08:54:19Z,0.7414,118.34,245144,22.045
2024-01-01T08:54:20Z,0.7341,110.42,212569,22.367
2024-01-01T08:54:21Z,0.7424,111.06,194805,22.368
2024-01-01T08:54:22Z,0.7488,108.79,225598,22.592
2024-01-01T08:54:23Z,0.7476,112.12,181423,22.564
2024-01-01T08:54:24Z,0.7467,116.85,207171,21.898
2024-01-01T08:54:25Z,0.7256,113.05,170732,21.519
2024-01-01T08:54:26Z,0.7454,120.52,227330,21.935
2024-01-01T08:54:27Z,0.7232,119.90,177042,21.440
2024-01-01T08:54:28Z,0.7278,102.40,189649,21.037
2024-01-01T08:54:29Z,0.7213,110.77,240683,21.465
2024-01-01T08:54:30Z,0.7230,108.42,165871,21.000
2024-01-01T08:54:31Z,0.7180,103.30,178266,20.782
2024-01-01T08:54:32Z,0.7275,116.97,251797,21.390
2024-01-01T08:54:33Z,0.7280,105.55,195436,21.568
2024-01-01T08:54:34Z,0.7311,107.68,176075,21.105
2024-01-01T08:54:35Z,0.7305,117.61,262421,21.868
2024-01-01T08:54:36Z,0.7266,118.62,180058,21.800
2024-01-01T08:54:37Z,0.7320,109.60,198593,21.549
2024-01-01T08:54:38Z,0.7584,123.91,259205,22.333
2024-01-01T08:54:39Z,0.7550,108.55,213142,22.455
2024-01-01T08:54:40Z,0.7394,113.45,200998,22.270
2024-01-01T08:54:41Z,0.7424,113.95,239405,22.702
2024-01-01T08:54:42Z,0.7569,109.89,188875,22.584
2024-01-01T08:54:43Z,0.7356,120.14,181783,21.831
2024-01-01T08:54:44Z,0.7307,110.20,169394,21.845
2024-01-01T08:54:45Z,0.7405,115.06,213107,21.942
2024-01-01T08:54:46Z,0.7285,114.80,176186,21.425
2024-01-01T08:54:47Z,0.7031,110.32,164008,21.494
2024-01-01T08:54:48Z,0.7184,118.00,204345,21.583
2024-01-01T08:54:49Z,0.7287,119.11,199639,21.537
2024-01-01T08:54:50Z,0.7222,108.40,181031,21.376
2024-01-01T08:54:51Z,0.7223,112.45,185207,21.330
2024-01-01T08:54:52Z,0.7176,104.23,186655,21.316
2024-01-01T08:54:53Z,0.7226,112.38,186437,21.360
2024-01-01T08:54:54Z,0.7330,107.71,176032,21.431
2024-01-01T08:54:55Z,0.7358,105.54,188410,21.298
2024-01-01T08:54:56Z,0.7292,98.59,184340,21.152
2024-01-01T08:54:57Z,0.7010,120.74,194952,20.750
2024-01-01T08:54:58Z,0.7058,108.60,175140,20.274
2024-01-01T08:54:59Z,0.6936,114.13,194063,20.245
2024-01-01T08:55:00Z,0.6930,107.37,198852,20.065
2024-01-01T08:55:01Z,0.7001,102.99,179338,20.173
2024-01-01T08:55:02Z,0.7012,101.07,207170,20.465
2024-01-01T08:55:03Z,0.7141,113.82,272685,21.327
2024-01-01T08:55:04Z,0.7357,113.52,262400,21.948
2024-01-01T08:55:05Z,0.7467,108.77,196953,22.059
2024-01-01T08:55:06Z,0.7553,104.00,193915,21.701
2024-01-01T08:55:07Z,0.7180,120.79,183066,21.018
2024-01-01T08:55:08Z,0.7383,105.05,182163,20.692
2024-01-01T08:55:09Z,0.6903,116.71,201511,19.703
2024-01-01T08:55:10Z,0.6906,100.30,181368,19.443
2024-01-01T08:55:11Z,0.6959,100.45,201524,19.589
2024-01-01T08:55:12Z,0.6739,108.49,234157,20.114
2024-01-01T08:55:13Z,0.6814,100.63,186659,19.298
2024-01-01T08:55:14Z,0.6850,104.16,231696,19.805
2024-01-01T08:55:15Z,0.6847,99.24,186756,19.489
2024-01-01T08:55:16Z,0.6976,106.06,238751,20.077
2024-01-01T08:55:17Z,0.7166,106.58,209187,20.235
2024-01-01T08:55:18Z,0.6987,106.91,186791,20.368
2024-01-01T08:55:19Z,0.7025,109.55,175293,20.031
2024-01-01T08:55:20Z,0.7141,104.88,230022,20.557
2024-01-01T08:55:21Z,0.6852,100.66,157072,20.050
2024-01-01T08:55:22Z,0.7130,116.16,192218,19.965
2024-01-01T08:55:23Z,0.7326,117.30,246729,20.788
2024-01-01T08:55:24Z,0.7260,110.58,214440,21.039
2024-01-01T08:55:25Z,0.7171,105.54,183116,21.095
2024-01-01T08:55:26Z,0.7146,107.92,199130,21.041
2024-01-01T08:55:27Z,0.7036,107.14,208592,21.083
2024-01-01T08:55:28Z,0.7035,111.44,178177,20.504
2024-01-01T08:55:29Z,0.7114,108.23,172440,19.995
2024-01-01T08:55:30Z,0.7169,106.40,204704,20.221
2024-01-01T08:55:31Z,0.6887,106.52,184474,20.237
2024-01-01T08:55:32Z,0.6976,106.51,168886,19.637
2024-01-01T08:55:33Z,0.7182,108.15,192159,19.669
2024-01-01T08:55:34Z,0.7161,111.00,228075,20.029
2024-01-01T08:55:35Z,0.6874,96.38,179614,19.270
2024-01-01T08:55:36Z,0.6797,109.83,168768,19.177
2024-01-01T08:55:37Z,0.6689,112.68,186222,19.222
2024-01-01T08:55:38Z,0.6694,112.87,184162,19.271
2024-01-01T08:55:39Z,0.6737,107.52,177725,19.291
2024-01-01T08:55:40Z,0.7072,106.64,226458,19.781
2024-01-01T08:55:41Z,0.6909,105.34,153850,19.628
2024-01-01T08:55:42Z,0.7029,105.24,183090,19.604
2024-01-01T08:55:43Z,0.6986,106.93,180105,19.718
2024-01-01T08:55:44Z,0.6841,102.41,181412,19.261
2024-01-01T08:55:45Z,0.6926,113.33,184150,19.077
2024-01-01T08:55:46Z,0.7047,116.62,266912,20.036
2024-01-01T08:55:47Z,0.6931,114.85,195077,20.216
2024-01-01T08:55:48Z,0.6868,111.32,188339,19.264
2024-01-01T08:55:49Z,0.6805,102.74,180211,19.350
2024-01-01T08:55:50Z,0.6792,108.61,204686,19.615
2024-01-01T08:55:51Z,0.6717,113.38,170700,18.773
2024-01-01T08:55:52Z,0.6730,109.61,173046,18.665
2024-01-01T08:55:53Z,0.6809,104.96,232478,19.223
2024-01-01T08:55:54Z,0.6714,114.59,215354,19.447
2024-01-01T08:55:55Z,0.6908,95.27,192666,19.480
2024-01-01T08:55:56Z,0.6779,110.98,180912,19.465
2024-01-01T08:55:57Z,0.6918,115.27,229242,19.767
2024-01-01T08:55:58Z,0.6894,116.60,179579,19.722
2024-01-01T08:55:59Z,0.6959,108.54,178976,19.677
2024-01-01T08:56:00Z,0.6795,108.17,176596,19.278
2024-01-01T08:56:01Z,0.6845,117.92,253015,19.821
2024-01-01T08:56:02Z,0.6762,96.66,178224,19.920
2024-01-01T08:56:03Z,0.7037,113.31,250350,20.401
2024-01-01T08:56:04Z,0.7279,105.54,233916,20.807
2024-01-01T08:56:05Z,0.7244,111.17,199380,21.082
2024-01-01T08:56:06Z,0.7324,114.46,185361,21.002
2024-01-01T08:56:07Z,0.7310,104.31,204349,21.026
2024-01-01T08:56:08Z,0.7159,110.51,193700,21.067
2024-01-01T08:56:09Z,0.7165,115.40,187556,20.820
2024-01-01T08:56:10Z,0.7280,112.27,193152,20.989
2024-01-01T08:56:11Z,0.7143,107.90,173787,20.822
2024-01-01T08:56:12Z,0.7099,104.11,177043,20.616
2024-01-01T08:56:13Z,0.7055,114.61,239275,21.078
2024-01-01T08:56:14Z,0.7456,118.27,240306,21.638
2024-01-01T08:56:15Z,0.7158,118.23,193543,21.251
2024-01-01T08:56:16Z,0.7415,114.87,231196,21.601
2024-01-01T08:56:17Z,0.7388,107.38,180748,21.647
2024-01-01T08:56:18Z,0.7186,102.62,197478,20.838
2024-01-01T08:56:19Z,0.7181,108.88,183672,20.164
2024-01-01T08:56:20Z,0.7134,112.94,225381,20.652
2024-01-01T08:56:21Z,0.7124,108.30,187354,20.541
2024-01-01T08:56:22Z,0.7132,109.07,213301,20.864
2024-01-01T08:56:23Z,0.7224,114.49,246653,21.430
2024-01-01T08:56:24Z,0.7392,111.29,231428,21.790
2024-01-01T08:56:25Z,0.7275,112.71,190281,21.386
2024-01-01T08:56:26Z,0.7122,114.10,192327,21.208
2024-01-01T08:56:27Z,0.7166,114.19,195469,21.348
2024-01-01T08:56:28Z,0.7077,112.92,196904,20.819
2024-01-01T08:56:29Z,0.7233,110.92,168537,20.495
2024-01-01T08:56:30Z,0.7195,106.04,200531,20.683
2024-01-01T08:56:31Z,0.7153,111.17,198112,20.828
2024-01-01T08:56:32Z,0.6933,117.08,183543,20.437
2024-01-01T08:56:33Z,0.7231,118.52,256625,21.114
2024-01-01T08:56:34Z,0.7124,109.69,179401,20.658
2024-01-01T08:56:35Z,0.7064,111.31,178093,20.699
2024-01-01T08:56:36Z,0.7176,110.04,175282,20.437
2024-01-01T08:56:37Z,0.6920,106.22,192866,20.080
2024-01-01T08:56:38Z,0.6898,112.74,173816,20.146
2024-01-01T08:56:39Z,0.7196,114.65,277310,21.047
2024-01-01T08:56:40Z,0.7494,115.24,220632,21.548
2024-01-01T08:56:41Z,0.7158,109.38,224574,21.854
2024-01-01T08:56:42Z,0.7391,112.45,202877,22.018
2024-01-01T08:56:43Z,0.7342,112.54,194885,22.034
2024-01-01T08:56:44Z,0.7380,116.57,189671,22.047
2024-01-01T08:56:45Z,0.7341,104.65,162000,21.406
2024-01-01T08:56:46Z,0.7387,111.27,201569,21.528
2024-01-01T08:56:47Z,0.7286,108.60,207522,21.709
2024-01-01T08:56:48Z,0.7271,116.75,185584,21.509
2024-01-01T08:56:49Z,0.7278,109.07,169875,21.222
2024-01-01T08:56:50Z,0.7184,113.23,221309,21.429
2024-01-01T08:56:51Z,0.7081,107.07,170822,20.717
2024-01-01T08:56:52Z,0.7316,115.68,254602,21.355
2024-01-01T08:56:53Z,0.7194,112.34,190145,20.673
2024-01-01T08:56:54Z,0.6987,109.14,186399,20.468
2024-01-01T08:56:55Z,0.7119,102.31,177069,20.103
2024-01-01T08:56:56Z,0.7133,116.90,275326,20.955
2024-01-01T08:56:57Z,0.7129,98.74,168941,20.686
2024-01-01T08:56:58Z,0.7436,114.50,210798,21.095
2024-01-01T08:56:59Z,0.7516,120.76,242749,21.741
2024-01-01T08:57:00Z,0.7335,107.46,207726,21.854
2024-01-01T08:57:01Z,0.7471,123.53,203967,21.932
2024-01-01T08:57:02Z,0.7519,106.93,211886,22.077
2024-01-01T08:57:03Z,0.7625,121.95,237659,22.620
2024-01-01T08:57:04Z,0.7541,107.01,238831,23.077
2024-01-01T08:57:05Z,0.7512,111.78,229396,23.289
2024-01-01T08:57:06Z,0.7736,118.68,185435,22.894
2024-01-01T08:57:07Z,0.7532,112.01,199570,22.254
2024-01-01T08:57:08Z,0.7280,108.17,193708,22.163
2024-01-01T08:57:09Z,0.7349,106.12,190377,21.544
2024-01-01T08:57:10Z,0.7302,112.64,189106,21.602
2024-01-01T08:57:11Z,0.7372,109.81,188670,21.436
2024-01-01T08:57:12Z,0.7394,110.73,211636,21.659
2024-01-01T08:57:13Z,0.7303,113.20,189523,21.688
2024-01-01T08:57:14Z,0.7111,107.89,178402,21.510
2024-01-01T08:57:15Z,0.7316,99.30,189743,21.098
2024-01-01T08:57:16Z,0.7263,110.01,185864,21.243
2024-01-01T08:57:17Z,0.7532,116.53,238290,21.724
2024-01-01T08:57:18Z,0.7229,115.61,166873,21.008
2024-01-01T08:57:19Z,0.7218,122.77,212575,21.207
2024-01-01T08:57:20Z,0.7359,119.84,224535,21.612
2024-01-01T08:57:21Z,0.7224,108.39,172654,21.294
2024-01-01T08:57:22Z,0.7319,106.86,184142,21.088
2024-01-01T08:57:23Z,0.7348,122.46,255883,21.798
2024-01-01T08:57:24Z,0.7216,113.17,190640,21.264
2024-01-01T08:57:25Z,0.7264,114.64,172647,21.069
2024-01-01T08:57:26Z,0.7271,111.50,264802,21.774
2024-01-01T08:57:27Z,0.7230,105.91,189626,21.668
2024-01-01T08:57:28Z,0.7417,108.70,205812,21.390
2024-01-01T08:57:29Z,0.7306,118.66,238963,21.968
2024-01-01T08:57:30Z,0.7229,112.22,175165,21.716
